Season,Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,XBR,IFH,BUH,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Bat,Fld,Rep,Pos,RAR,WAR,Dol,BsR,Def,Off,Lg,wOBA,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xBA,xSLG,xwOBA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2023,"Trayce Thompson","- - -","Trayce Thompson","- - -",2023,32,72,153,179,25,17,2,0,6,17,17,24,0,77,2,0,0,1,2,0,0.163398692,0.134078212,0.430167597,0.311688311,0.284916201,0.294117647,0.579033848,0.130718955,0.271428571,0.26630668799970403,-7.740449539097235,14.069658668068959,3.3031963917974885,64.86973657088438,0.06867968989536166,0.20000004023313522,0.6000000089406967,0.12102455645799637,3,0,0.675675675,0.184210526,0.328947368,0.486842105,0.135135135,0.162162162,0.12,0,0.43421053,0.30263158,0.26315789,0.15789474,0.5,0.34210526,-7.565512901814864,-0.5315002799034119,5.557676661759615,-0.7321673333644867,-2.5232110700479007,-0.25160830447138993,-2.0128664357711195,0.18970424635335803,-1.2636676132678986,-7.375808655461506,0.5585885369218886,0.26630668799970403,89.2991943359375,21.75828712864926,9,0.11842105,110.11,35,0.46052632,76,,,,0.24693878,0.6407767,0.39924906,0.38842975,0.73232323,0.60188088,0.38673342,0.57541899,0.15855181,0.18476904,0.34332085,"Trayce Thompson",9952,572204
2023,"Dylan Moore","SEA","Dylan Moore","SEA",2023,30,67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.206896551,0.096969696,0.339393939,0.285714285,0.303030303,0.427586206,0.730616509,0.220689655,0.280487804,0.3169868931625829,-0.1901748626716844,19.91411482549827,6.015958013432034,106.81555121463855,-0.12050318857654929,-0.19999998807907104,0.8999999761581421,-0.006380096543580294,2,0,0.509803921,0.13483146,0.292134831,0.573033707,0.098039215,0.137254901,0.076923076,0,0.50561798,0.28089888,0.21348315,0.19101124,0.43820225,0.37078652,1.3474650458208808,-0.9927021861076355,5.1229980401694775,-1.0613853931427002,4.834409619985108,0.4820752500826405,3.856602000661124,-0.12688328512012959,-2.0540875792503357,1.2205817607007512,0.5449173983652145,0.3169868931625829,89.03460761938203,21.39785183681531,15,0.16853933,109.045,39,0.43820225,89,,,,0.31688312,0.64646465,0.46041056,0.52459016,0.77604167,0.67834395,0.43548387,0.61818182,0.14809384,0.19501466,0.3431085,"Dylan Moore",18042,664238
2022,"Keston Hiura","MIL","Keston Hiura","MIL",2022,25,80,234,266,53,30,8,1,14,34,32,23,0,111,8,1,0,3,5,2,0.226495726,0.086466165,0.417293233,0.207207207,0.315789473,0.448717948,0.764507421,0.222222222,0.354545454,0.33390794840074123,5.105936968295117,35.522093215553305,5.07169385239234,115.18403273270768,-0.04684338113293052,-0.19999998807907104,0.8999999761581421,-0.9324079155921936,5,0,0.978723404,0.25,0.370967741,0.379032258,0.042553191,0.29787234,0.108695652,0,0.41935484,0.33870968,0.24193548,0.11290323,0.5,0.38709677,4.692617261378308,-1.6847046613693237,7.9320746175944805,-4.9657063484191895,6.213721041629304,0.652418111270604,5.219344890164832,-0.9792512967251241,-6.650411009788513,3.7133659646531836,1.2186914691701531,0.33390794840074123,91.68006065802845,16.05461802909045,19,0.15322581,111.008,56,0.4516129,124,,,,0.34104046,0.71145374,0.4877836,0.5,0.7120743,0.62254025,0.39616056,0.65789474,0.18411867,0.15881326,0.34293194,"Keston Hiura",20003,669374
2024,"Grant McCray","SFG","Grant McCray","SFG",2024,23,37,124,130,25,15,3,2,5,13,10,6,0,56,0,0,0,3,5,0,0.201612903,0.046153846,0.43076923,0.107142857,0.238461538,0.379032258,0.617493796,0.177419355,0.317460317,0.26578196057906517,-4.645350396903297,10.561798914996842,7.875793984836477,70.52305555714207,0.834259144961834,,,0.9161682724952698,4,1,1.409090909,0.171875,0.484375,0.34375,0.045454545,0.227272727,0.129032258,0.25,0.38235294,0.35294118,0.26470588,0.16176471,0.45588235,0.38235294,-4.582337782057068,-4.199511528015137,3.9308073930442333,0.5269774198532104,-2.175314500732413,-0.2246615427737265,-1.797292342189812,1.7504274174571037,-3.6725341081619263,-2.831910364599964,0.39832257898524404,0.26578196057906517,90.24468994140625,5.4423089027404785,8,0.11764706,108.864,30,0.44117647,68,,,,0.34,0.78538813,0.52793834,0.37254902,0.73255814,0.59854015,0.42196532,0.60769231,0.21153846,0.13076923,0.34230769,"Grant McCray",25690,687529
2023,"Nelson Cruz","SDP","Nelson Cruz","SDP",2023,42,49,143,152,35,24,5,1,5,9,23,6,1,46,2,1,0,2,1,0,0.244755244,0.039473684,0.302631578,0.130434782,0.282894736,0.398601398,0.681496134,0.153846154,0.322580645,0.29086459117219937,-3.4727858533300915,15.047529495771927,3.3945720281300673,84.22524114893949,-0.03885882953181863,-0.09999999403953552,0.30000001192092896,-0.2860109210014343,3,0,1.264705882,0.214285714,0.43877551,0.346938775,0.117647058,0.147058823,0.069767441,0,0.40816327,0.3877551,0.20408163,0.1122449,0.56122449,0.32653061,-2.9704672922529736,,4.719367891550064,-4.545610427856445,-2.6764889760092356,-0.26689279433815494,-2.1351423547052395,-0.32486975053325295,-4.545610427856445,-3.2953370427862265,0.4450906030833721,0.29086459117219937,92.4032206632653,10.230342320033483,9,0.09183673,112.476,47,0.47959184,98,,,,0.40949555,0.68995633,0.5229682,0.47826087,0.82911392,0.66554054,0.40459364,0.65131579,0.17460317,0.1675485,0.34215168,"Nelson Cruz",2434,443558
2022,"Stephen Piscotty","OAK","Stephen Piscotty","OAK",2022,31,42,126,139,24,15,4,0,5,12,14,9,1,48,2,2,0,2,2,0,0.19047619,0.064748201,0.345323741,0.1875,0.251798561,0.341269841,0.593068402,0.150793651,0.253333333,0.25807285913522693,-5.706075525203473,10.18808131076979,3.6891453018489013,68.82419972997216,0.2965230015106499,-0.6000000238418579,-0.30000001192092896,-0.6610897779464722,1,0,1.48,0.225,0.4625,0.3125,0.04,0.2,0.027027027,0,0.4,0.4,0.2,0.1,0.625,0.275,-4.876404842653996,-2.3488354682922363,4.144956285133958,-2.1553494930267334,-5.348922353646471,-0.5616173941378128,-4.492939153102502,-0.36456677643582225,-4.50418496131897,-5.240971619089819,0.25127794162835926,0.25807285913522693,90.44601440429688,10.42255859375,5,0.0625,107.876,37,0.4625,80,,,,0.41242938,0.8,0.55234657,0.39726027,0.80625,0.61111111,0.36101083,0.63309353,0.21480144,0.12635379,0.34115523,"Stephen Piscotty",13367,572039
2022,"Elehuris Montero","COL","Elehuris Montero","COL",2022,23,53,176,185,41,19,15,1,6,21,20,8,0,60,1,0,0,4,0,0,0.232954545,0.043243243,0.324324324,0.133333333,0.27027027,0.431818181,0.702088451,0.198863636,0.318181818,0.3025882923925245,-1.0519512190040292,20.10214241160787,2.9480896962500003,80.9580821782197,-0.1158942449837923,0.30000000447034836,0.10000000149011612,0.30362847447395325,3,0,0.895833333,0.215517241,0.370689655,0.413793103,0.0625,0.125,0.069767441,0,0.42241379,0.4137931,0.1637931,0.14655172,0.51724138,0.3362069,-4.092877824467057,1.5640649795532227,5.516668437048793,-1.9701646566390991,2.053011337153232,0.21555872399631226,1.724469791970498,0.18773422949016094,-0.40609967708587646,-3.905143594976896,0.8475861721672118,0.3025882923925245,89.7610284213362,13.246638857085129,10,0.0862069,109.492,46,0.39655172,116,,,,0.39454094,0.71217712,0.52225519,0.49056604,0.8134715,0.66761364,0.40207715,0.71891892,0.1735905,0.16617211,0.33976261,"Elehuris Montero",20543,660707
2023,"Davis Schneider","TOR","Davis Schneider","TOR",2023,24,35,116,141,32,11,12,1,8,23,20,21,0,43,4,0,0,2,1,0,0.275862068,0.14893617,0.304964539,0.488372093,0.404255319,0.603448275,1.007703594,0.327586207,0.369230769,0.4237777472387814,12.342823484359164,29.522852854249855,5.0627410534476835,175.83007169197728,-0.0773844476789236,-0.30000001192092896,0.5,-0.188278466463089,1,0,0.394736842,0.273972602,0.205479452,0.520547945,0.105263157,0.210526315,0.066666666,0,0.50684932,0.2739726,0.21917808,0.1369863,0.50684932,0.35616438,12.81129871439733,2.320755958557129,4.377834688872099,-0.4909694492816925,19.218913684278583,1.9164620603029954,15.331696482423963,-0.2656629141420126,1.8297865092754364,12.545635800255317,0.4656566858757287,0.4237777472387814,89.50864190924658,25.97621468321918,13,0.17808219,108.779,28,0.38356164,73,,,,0.19827586,0.68240343,0.39242685,0.46376812,0.72955975,0.64912281,0.4010327,0.56737589,0.13722127,0.20240137,0.33962264,"Davis Schneider",23565,676914
2022,"Diego A. Castillo","PIT","Diego A. Castillo","PIT",2022,24,96,262,283,54,30,13,0,11,28,29,14,1,75,3,4,0,7,1,1,0.20610687,0.049469964,0.265017667,0.186666666,0.250883392,0.381679389,0.632562781,0.175572519,0.238888888,0.2724150742622132,-8.392909887698195,23.96713604453514,2.278051878538158,70.90866019987297,-0.38757743779569864,0.5,-0.5,0.12800347805023193,5,0,0.987012987,0.198952879,0.397905759,0.403141361,0.051948051,0.142857142,0.065789473,0,0.42931937,0.35602094,0.21465969,0.13089005,0.4973822,0.37172775,-9.56525438603451,-2.14990496635437,8.43901171721518,0.5498397946357727,-1.6893040342113892,-0.17737077992046726,-1.4189662393637381,-0.2595739597454667,-1.6000651717185974,-9.824828345779977,1.296577766072005,0.2724150742622132,89.13045034358639,14.568436068390053,19,0.09947644,109.604,73,0.38219895,191,,,,0.33538462,0.56513026,0.43516101,0.63302752,0.83687943,0.748,0.43429069,0.59717314,0.10966057,0.22889469,0.33855527,"Diego A. Castillo",19906,660636
2024,"Sam Hilliard","COL","Sam Hilliard","COL",2024,30,58,138,158,33,17,5,1,10,26,27,14,1,56,0,2,4,3,5,2,0.239130434,0.088607594,0.354430379,0.25,0.305194805,0.507246376,0.812441181,0.268115942,0.31081081,0.341869484365376,4.030006938637233,22.5125422561774,6.798465750153596,106.66311505155326,-0.04678547382354736,,,0.755894660949707,0,1,0.888888888,0.180722891,0.385542168,0.433734939,0.083333333,0.277777777,0,0.2,0.36363636,0.39772727,0.23863636,0.10227273,0.48863636,0.40909091,1.2589128995547059,0.5962610840797424,4.777442831546068,-1.407750129699707,6.418091007065958,0.662845867493708,5.302766939949664,0.7091091871261597,-0.8114890456199646,1.9680220866808655,0.4841151344589889,0.341869484365376,94.6631103515625,15.7857421875,13,0.14772727,111.282,45,0.51136364,88,,,,0.33420366,0.65660377,0.46604938,0.4375,0.73563218,0.60927152,0.40895062,0.55063291,0.18153846,0.15692308,0.33846154,"Sam Hilliard",17954,656541
2022,"Mike Zunino","TBR","Mike Zunino","TBR",2022,31,36,115,123,17,9,3,0,5,7,16,6,0,46,1,1,0,2,0,0,0.147826086,0.048780487,0.373983739,0.130434782,0.195121951,0.304347826,0.499469777,0.15652174,0.184615384,0.2191200978387662,-8.855556494179385,5.209057108876092,0.21230158375,41.4038197802467,-0.06622528284788132,0,0.10000000149011612,0.09265225380659103,1,0,0.526315789,0.171428571,0.285714285,0.542857142,0.078947368,0.131578947,0.05,0,0.42857143,0.3,0.27142857,0.12857143,0.51428571,0.35714286,-8.110390415969508,-1.0971169471740723,3.667839014902711,2.566300868988037,-2.724586646277661,-0.28607168906499286,-2.288573512519943,0.026426970958709717,1.4691839218139648,-8.083963445010799,0.2223538620164618,0.2191200978387662,91.79833984375,20.823979840959822,6,0.08571429,115.027,28,0.4,70,,,,0.37809187,0.69849246,0.51037344,0.40186916,0.79136691,0.62195122,0.41286307,0.65853659,0.19294606,0.14522822,0.33817427,"Mike Zunino",13265,572287
2022,"Shea Langeliers","OAK","Shea Langeliers","OAK",2022,24,40,142,153,31,14,10,1,6,14,22,9,0,53,0,2,0,4,0,0,0.218309859,0.058823529,0.346405228,0.16981132,0.261437908,0.429577464,0.691015372,0.211267605,0.294117647,0.2955603022980534,-1.724235628211775,15.770771536564549,2.48844537125,95.28954768757302,-0.0951988440938294,-0.10000000149011612,-0.10000000149011612,-0.24505098164081573,2,0,0.972222222,0.219780219,0.384615384,0.395604395,0.222222222,0.166666666,0.057142857,0,0.56043956,0.30769231,0.13186813,0.1978022,0.49450549,0.30769231,-0.8110009920242216,-2.0258180499076843,4.562433896586299,-1.4494740962982178,0.21247744391029944,0.022309358871252905,0.17847487097002324,-0.34024982573464513,-3.475292146205902,-1.1512508177588667,0.27658651128876954,0.2955603022980534,87.29443895947803,16.854380848643544,9,0.0989011,112.204,35,0.38461538,91,,,,0.39710145,0.75630252,0.54373928,0.4379562,0.74444444,0.61198738,0.40823328,0.5751634,0.2109777,0.12692967,0.33790738,"Shea Langeliers",25816,669127
2023,"Mark Vientos","NYM","Mark Vientos","NYM",2023,23,65,218,233,46,31,5,1,9,19,22,10,0,71,3,2,0,5,1,0,0.211009174,0.042918454,0.30472103,0.14084507,0.253218884,0.366972477,0.620191361,0.155963303,0.264285714,0.2674687161977711,-9.850695878625967,18.538998044668578,3.1738012170168766,68.37696982105001,-0.13902543671429157,-2.2999999076128006,0.20000000298023224,-1.0762063264846802,3,0,1.638297872,0.167785234,0.516778523,0.315436241,0.127659574,0.191489361,0.038961038,0,0.38926174,0.4295302,0.18120805,0.14765101,0.43624161,0.41610738,-9.128046870590307,-0.9234119653701782,7.234294202178717,-4.283264636993408,-7.633383991089769,-0.7611819820292269,-6.0894558562338155,-1.2152317631989717,-5.206676602363586,-10.343278633789279,0.6822770428843796,0.2674687161977711,92.48078990142618,9.514523909395972,16,0.10738255,114.909,76,0.51006711,149,,,,0.39307536,0.72191011,0.53128689,0.55440415,0.75097276,0.66666667,0.42030697,0.7167382,0.17709563,0.16056671,0.33766234,"Mark Vientos",22184,668901
2024,"Gary Sánchez","MIL","Gary Sánchez","MIL",2024,31,89,245,280,54,35,7,1,11,30,37,27,0,76,5,3,0,9,0,0,0.220408163,0.096428571,0.271428571,0.355263157,0.307142857,0.391836734,0.698979591,0.171428571,0.267080745,0.3070861337440354,-0.6970235275086355,32.056836528891665,2.2142857087500003,95.98447169465314,-0.5287922993302345,-0.10000002384185791,-0.800000011920929,-0.7706356048583984,6,0,0.971830985,0.186046511,0.40116279,0.412790697,0.084507042,0.154929577,0.086956521,0,0.47674419,0.40697674,0.11627907,0.15116279,0.51744186,0.33139535,-1.344503717308898,-0.28798042237758636,8.466354385018349,-3.065843343734741,3.326524552145939,0.34355590316166307,2.7484472252933045,-1.299427904188633,-3.3538237661123276,-2.643931621497531,0.8579255547374487,0.3070861337440354,89.97093591024709,16.211894190588662,18,0.10465116,114.37,76,0.44186047,172,,,,0.29799427,0.57173913,0.40673575,0.60096154,0.81749049,0.72186837,0.39723661,0.58571429,0.11312608,0.22452504,0.33765112,"Gary Sanchez",11442,596142
2024,"Justyn-Henry Malloy","DET","Justyn-Henry Malloy","DET",2024,24,71,202,230,41,25,7,1,8,18,21,23,0,85,3,2,0,2,1,1,0.202970297,0.1,0.369565217,0.270588235,0.291304347,0.366336633,0.65764098,0.163366336,0.297297297,0.29052726159925046,-3.637898685509091,23.267057789391156,2.7654598891240507,89.34424764197547,-0.6075199469923973,,,-0.15416233241558075,2,0,0.796296296,0.184873949,0.361344537,0.453781512,0,0.148148148,0.046511627,0,0.46218487,0.28571429,0.25210084,0.12605042,0.54621849,0.32773109,-2.804255383187657,-3.2123727798461914,6.954505387693644,-5.4903974533081055,-4.60153718162862,-0.47523631272962236,-3.801890501836979,-0.7616822794079781,-8.702770233154297,-3.565937662595635,0.7126653264276683,0.29052726159925046,87.54517015360169,18.806319931806144,13,0.1092437,107.872,44,0.3697479,119,,,,0.24460432,0.68505747,0.43794147,0.44117647,0.77181208,0.66820276,0.43895055,0.59565217,0.14501511,0.19234642,0.33736153,"Justyn-Henry Malloy",29606,669234
2022,"Austin Wynns","SFG","Austin Wynns","SFG",2022,31,66,162,177,42,32,7,0,3,14,21,10,0,38,3,1,1,9,0,0,0.259259259,0.056497175,0.214689265,0.263157894,0.3125,0.358024691,0.670524691,0.098765432,0.319672131,0.2976002676243132,-1.7078537447275366,18.531468269425467,0.92091835875,92.71112216729543,-0.1862586080096662,-0.8999999761581421,-1.399999976158142,-0.735886812210083,4,0,1.45,0.216,0.464,0.32,0.075,0.075,0.068965517,0,0.42857143,0.27777778,0.29365079,0.23015873,0.53968254,0.23015873,-1.4989263815702643,-0.8208013065159321,5.278109801933169,2.809213399887085,5.656383890668884,0.5938997373470796,4.751197898776637,-0.9221454202197492,1.9884120933711529,-2.4210718017900135,0.8109337971545756,0.2976002676243132,84.0661484375,10.407203125,5,0.03968254,106.388,34,0.26984127,126,,,,0.32653061,0.56913183,0.43385491,0.640625,0.89265537,0.78688525,0.44238976,0.64971751,0.09246088,0.24466572,0.3371266,"Austin Wynns",15271,642851
2022,"Jose Siri","- - -","Jose Siri","- - -",2022,26,104,301,325,64,42,13,2,7,53,24,20,0,108,3,1,0,3,14,2,0.212624584,0.061538461,0.332307692,0.185185185,0.267692307,0.338870431,0.606562738,0.126245847,0.304812834,0.26819428865726175,-10.728273104935852,26.43432381370667,7.761655949598694,74.92302051209977,1.7366003249771893,2.8000000715255737,1.100000023841858,1.8737299889326096,6,1,1.173913043,0.210526315,0.426315789,0.363157894,0.130434782,0.101449275,0.074074074,0.25,0.40206186,0.35051546,0.24742268,0.18041237,0.58247423,0.2371134,-9.171195026546684,11.629142761230469,9.691444551572204,0.8847732394933701,17.232016206775825,1.8092990322045786,14.474392257636628,3.610330313909799,12.513916000723839,-5.560864712636885,0.5875203671166673,0.26819428865726175,87.17492547286184,15.37172915810033,12,0.06185567,111.997,64,0.32989691,194,,,,0.39791938,0.69758065,0.51541502,0.53594771,0.76878613,0.6595092,0.39209486,0.65846154,0.17549407,0.16126482,0.33675889,"Jose Siri",17452,642350
2022,"Dérmis Garcia","OAK","Dérmis Garcia","OAK",2022,24,39,116,125,24,13,6,0,5,13,20,8,0,55,1,0,0,1,0,0,0.206896551,0.064,0.44,0.145454545,0.264,0.387931034,0.651931034,0.181034483,0.339285714,0.2851927533149719,-2.438234016725142,11.855072490445057,1.3697089900000001,87.9702757352835,-0.09105976391583681,-0.30000001192092896,0.20000000298023224,-0.1724349707365036,3,0,1.272727272,0.180327868,0.459016393,0.360655737,0.181818181,0.227272727,0.107142857,0,0.59016393,0.24590164,0.16393443,0.2295082,0.42622951,0.3442623,-1.6921272878137423,2.302182197570801,3.727478673681617,-2.391975164413452,1.908033056340832,0.20033653176895022,1.6026922541516018,-0.2634947346523404,-0.08979296684265137,-1.9556220224660827,0.22596937196794897,0.2851927533149719,86.46991867315573,12.189734286949284,8,0.13114754,110.569,26,0.42622951,61,,,,0.33230769,0.79047619,0.51214953,0.33333333,0.73493976,0.57664234,0.39252336,0.616,0.21682243,0.11962617,0.3364486,"Dermis Garcia",20926,660650
2022,"Brett Phillips","- - -","Brett Phillips","- - -",2022,28,83,201,225,29,18,6,0,5,22,15,16,0,94,3,1,4,0,7,0,0.144278606,0.071111111,0.417777777,0.170212765,0.21719457,0.248756218,0.465950788,0.104477612,0.233009708,0.21275441328324884,-17.320003861368697,8.407947851537662,5.87253852595561,36.869999057564684,1.2468540542759001,1.5,1.1000000014901161,0.19426272355485708,3,0,0.723404255,0.235849056,0.320754716,0.443396226,0.170212765,0.106382978,0.088235294,0,0.47321429,0.32142857,0.20535714,0.14285714,0.61607143,0.24107143,-15.984006853581471,9.439953923225403,6.70946161262691,-1.1294008791446686,0.8838694504992386,0.0928030778403426,0.7424246227227408,1.4411167778307572,8.310553044080734,-14.542890075750714,0.40674486954230815,0.21275441328324884,88.49453389869547,22.84301038058299,5,0.04464286,107.82,32,0.28571429,112,,,,0.24670433,0.65631929,0.43482688,0.51908397,0.69932432,0.6440281,0.4592668,0.62222222,0.15478615,0.18126273,0.33604888,"Brett Phillips",14735,621433
2022,"Mickey Moniak","- - -","Mickey Moniak","- - -",2022,24,37,106,112,18,11,3,1,3,13,8,4,0,44,1,0,1,0,1,0,0.16981132,0.035714285,0.392857142,0.09090909,0.207207207,0.301886792,0.509093999,0.132075472,0.254237288,0.2234173288216462,-7.733131411935649,5.07367121848885,6.803641780022794,39.22755550600028,0.13377472013235092,0.5,0.6000000238418579,0.2510780846932903,4,1,0.793103448,0.147540983,0.37704918,0.475409836,0.206896551,0.103448275,0.173913043,0.5,0.57142857,0.17460317,0.25396825,0.26984127,0.50793651,0.22222222,-7.851652536060176,-0.6461050510406494,3.3398208916187286,-0.3189300522208214,-4.7508557905521975,-0.4988225800652203,-3.9905806405217623,0.3848528048256412,-0.9650351032614708,-7.466799731234535,0.34115815232507885,0.2234173288216462,84.9115050268955,19.069111308113474,5,0.07936508,107.905,20,0.31746032,63,,,,0.48207171,0.7375,0.58150852,0.48760331,0.8220339,0.65271967,0.3892944,0.66071429,0.20194647,0.13381995,0.33576642,"Mickey Moniak",19956,666160
2023,"Yu Chang","BOS","Yu Chang","BOS",2023,27,39,105,112,17,9,2,0,6,12,18,3,0,34,2,0,2,2,4,0,0.161904761,0.026785714,0.303571428,0.088235294,0.2,0.352380952,0.552380952,0.190476191,0.169230769,0.2363149659200148,-7.632912864361812,6.013635287608098,6.412019085029016,38.79010110716657,0.692128281109035,0.4999999701976776,0.4000000059604645,-0.3780950605869293,3,0,1.111111111,0.185714285,0.428571428,0.385714285,0.111111111,0.222222222,0.1,0,0.54794521,0.24657534,0.20547945,0.15068493,0.45205479,0.39726027,-8.214332213078547,3.0147857666015625,3.4774289727211,1.2088475227355957,0.17064659445274977,0.017016452093030113,0.1361316167442409,0.3140332205221057,4.223633289337158,-7.900298992556442,0.36988332495093346,0.2363149659200148,88.8434810914855,9.763918669327445,4,0.05479452,109.656,28,0.38356164,73,,,,0.38647343,0.70175439,0.52910053,0.375,0.86666667,0.67,0.45238095,0.67857143,0.17277487,0.16230366,0.33507853,"Yu Chang",14773,644374
2024,"Estevan Florial","CLE","Estevan Florial","CLE",2024,26,36,98,111,17,6,6,2,3,11,11,11,0,41,1,0,1,2,2,1,0.173469387,0.099099099,0.369369369,0.268292682,0.263636363,0.367346938,0.630983301,0.193877551,0.259259259,0.27678382179953837,-2.98351369594924,10.001052254980879,6.349688913244012,79.72938615870858,-0.1470700055360794,0.10000000894069672,0.20000000298023224,1.0846996307373047,3,0,1.19047619,0.192982456,0.438596491,0.368421052,0.095238095,0.142857142,0.12,0,0.5,0.31034483,0.18965517,0.17241379,0.51724138,0.31034483,-2.574515355580969,0.6163334250450134,3.3563047740608454,-1.9753084182739258,0.7043825340759771,0.07274702888023554,0.5819762310418843,0.9376296252012253,-1.3589749932289124,-1.6368857303797437,0.34393848362378776,0.27678382179953837,88.73178796600877,12.845193427905702,6,0.10344828,110.687,24,0.4137931,58,,,,0.30566038,0.78918919,0.50444444,0.43209877,0.67123288,0.58590308,0.41111111,0.59459459,0.20842572,0.12638581,0.33481153,"Estevan Florial",19151,664314
2024,"Jhonkensy Noel","CLE","Jhonkensy Noel","CLE",2024,22,67,179,198,39,18,7,1,13,25,28,13,0,63,5,1,0,1,0,0,0.217877094,0.065656565,0.318181818,0.206349206,0.287878787,0.486033519,0.773912306,0.268156425,0.25,0.3305375124468948,3.2443719981831487,26.406030180923363,2.69093405875,117.54082989994534,-0.28412720561027527,,,-0.2666541039943695,5,0,0.719298245,0.162393162,0.35042735,0.487179487,0.228070175,0.228070175,0.121951219,0,0.53846154,0.27350427,0.18803419,0.26495726,0.44444444,0.29059829,3.973936605326551,-1.6499574184417725,5.986922029405832,-2.4948556423187256,5.8787761540745365,0.607146653944107,4.857173231552856,-0.5507813096046448,-4.144813060760498,3.423155295721906,0.6135118897072971,0.3305375124468948,88.64731904380342,19.338289179353634,17,0.14529915,115.881,43,0.36752137,117,,,,0.4688172,0.67181467,0.54143646,0.51376147,0.8908046,0.68112245,0.35773481,0.7020202,0.17217631,0.16253444,0.33471074,"Jhonkensy Noel",24257,678877
